name,pokedexNumber,image,generation,evolutionStage,evolved,familyID,crossGen,type1,type2,weather1,weather2,statTotal,atk,def,sta,legendary,aquireable,spawns,regional,raidable,hatchable,shiny,nest,new,notGettable,futureEvolve,cp40,cp39
Skitty,300,https://cdn.traction.one/pokedex/pokemon/300.png,3,1,0,150,0,normal,,Partly cloudy,,268,84,84,100,0,1,1,0,0,5,0,1,0,0,0,659,650
Delcatty,301,https://cdn.traction.one/pokedex/pokemon/301.png,3,2,0,151,0,normal,,Partly cloudy,,404,132,132,140,0,1,1,0,0,0,0,0,0,0,0,1385,1366
Sableye,302,https://cdn.traction.one/pokedex/pokemon/302.png,3,1,0,152,0,dark,ghost,Fog,,382,141,141,100,0,1,1,0,2,0,1,0,0,0,0,1305,1286
Mawile,303,https://cdn.traction.one/pokedex/pokemon/303.png,3,1,0,153,0,steel,fairy,Snow,Cloudy,410,155,155,100,0,1,0,0,2,0,1,0,0,0,0,1484,1463
Aron,304,https://cdn.traction.one/pokedex/pokemon/304.png,3,1,0,154,0,steel,rock,Snow,Partly cloudy,389,121,168,100,0,2,1,0,0,2,1,1,0,0,0,1232,1214
Lairon,305,https://cdn.traction.one/pokedex/pokemon/305.png,3,2,0,154,0,steel,rock,Snow,Partly cloudy,518,158,240,120,0,2,1,0,0,0,1,0,0,0,0,2004,1976
Aggron,306,https://cdn.traction.one/pokedex/pokemon/306.png,3,3,0,154,0,steel,rock,Snow,Partly cloudy,652,198,314,140,0,2,0,0,4,0,1,0,0,0,0,3004,2961
Meditite,307,https://cdn.traction.one/pokedex/pokemon/307.png,3,1,0,155,0,fighting,psychic,Cloudy,Windy,245,78,107,60,0,1,1,0,0,0,0,1,0,0,0,555,547
Medicham,308,https://cdn.traction.one/pokedex/pokemon/308.png,3,2,0,155,0,fighting,psychic,Cloudy,Windy,393,121,152,120,0,1,0,0,0,0,0,0,0,0,0,1275,1257
Electrike,309,https://cdn.traction.one/pokedex/pokemon/309.png,3,1,0,156,0,electric,,Rainy,,281,123,78,80,0,1,1,0,0,0,0,1,0,0,0,810,798
Manectric,310,https://cdn.traction.one/pokedex/pokemon/310.png,3,2,0,156,0,electric,,Rainy,,482,215,127,140,0,1,0,0,2,0,0,0,0,0,0,2131,2100
Plusle,311,https://cdn.traction.one/pokedex/pokemon/311.png,3,1,0,157,0,electric,,Rainy,,434,167,147,120,0,1,1,0,0,0,0,0,0,0,0,1681,1657
Minun,312,https://cdn.traction.one/pokedex/pokemon/312.png,3,1,0,158,0,electric,,Rainy,,434,147,167,120,0,1,1,0,0,0,0,0,0,0,0,1585,1563
Volbeat,313,https://cdn.traction.one/pokedex/pokemon/313.png,3,1,0,159,0,bug,,Rainy,,444,143,171,130,0,3,1,1,0,0,0,0,1,0,0,1620,1597
Illumise,314,https://cdn.traction.one/pokedex/pokemon/314.png,3,2,0,159,0,bug,,Rainy,,444,143,171,130,0,3,1,1,0,0,0,0,1,0,0,1620,1597
Roselia,315,https://cdn.traction.one/pokedex/pokemon/315.png,3,1,0,160,0,grass,poison,Sunny/clear,Cloudy,434,186,148,100,0,1,1,0,0,0,0,0,0,0,1,1718,1694
Gulpin,316,https://cdn.traction.one/pokedex/pokemon/316.png,3,1,0,161,0,poison,,Cloudy,,319,80,99,140,0,1,1,0,0,2,0,1,0,0,0,788,777
Swalot,317,https://cdn.traction.one/pokedex/pokemon/317.png,3,2,0,161,0,poison,,Cloudy,,499,140,159,200,0,1,1,0,0,0,0,0,0,0,0,1872,1845
Carvanha,318,https://cdn.traction.one/pokedex/pokemon/318.png,3,1,0,162,0,water,dark,Rainy,Fog,300,171,39,90,0,1,1,0,0,5,0,1,0,0,0,874,862
Sharpedo,319,https://cdn.traction.one/pokedex/pokemon/319.png,3,1,0,163,0,water,dark,Rainy,Fog,466,243,83,140,0,1,1,0,0,0,0,0,0,0,0,1986,1957
Wailmer,320,https://cdn.traction.one/pokedex/pokemon/320.png,3,1,0,164,0,water,,Rainy,,464,136,68,260,0,1,1,0,1,2,0,1,0,0,0,1424,1404
Wailord,321,https://cdn.traction.one/pokedex/pokemon/321.png,3,2,0,164,0,water,,Rainy,,602,175,87,340,0,1,1,0,0,0,0,0,0,0,0,2258,2225
Numel,322,https://cdn.traction.one/pokedex/pokemon/322.png,3,1,0,165,0,fire,ground,Sunny/clear,,321,119,82,120,0,2,1,0,0,5,0,1,0,0,0,957,944
Camerupt,323,https://cdn.traction.one/pokedex/pokemon/323.png,3,2,1,165,0,fire,ground,Sunny/clear,,473,194,139,140,0,2,1,0,0,0,0,0,0,0,0,2016,1987
Torkoal,324,https://cdn.traction.one/pokedex/pokemon/324.png,3,1,0,166,0,fire,,Sunny/clear,,525,151,234,140,0,2,1,1,0,0,0,0,0,0,0,2036,2007
Spoink,325,https://cdn.traction.one/pokedex/pokemon/325.png,3,1,0,167,0,psychic,,Windy,,390,125,145,120,0,1,1,0,0,2,0,1,0,0,0,1285,1266
Grumpig,326,https://cdn.traction.one/pokedex/pokemon/326.png,3,2,1,167,0,psychic,,Windy,,542,171,211,160,0,1,1,0,0,0,0,0,0,0,0,2310,2277
Spinda,327,https://cdn.traction.one/pokedex/pokemon/327.png,3,1,0,168,0,normal,,Partly cloudy,,352,116,116,120,0,0,0,0,0,0,0,0,0,0,0,1088,1072
Trapinch,328,https://cdn.traction.one/pokedex/pokemon/328.png,3,1,0,169,0,ground,,Sunny/clear,,330,162,78,90,0,2,1,0,0,10,0,0,0,0,0,1092,1076
Vibrava,329,https://cdn.traction.one/pokedex/pokemon/329.png,3,2,0,169,0,ground,dragon,Sunny/clear,Windy,333,134,99,100,0,2,1,0,0,0,0,0,0,0,0,1065,1050
Flygon,330,https://cdn.traction.one/pokedex/pokemon/330.png,3,3,1,169,0,ground,dragon,Sunny/clear,Windy,533,205,168,160,0,2,0,0,0,0,0,0,0,0,0,2458,2423
Cacnea,331,https://cdn.traction.one/pokedex/pokemon/331.png,3,1,0,170,0,grass,,Sunny/clear,,330,156,74,100,0,2,1,0,0,5,0,0,0,0,0,1080,1065
Cacturne,332,https://cdn.traction.one/pokedex/pokemon/332.png,3,2,1,170,0,grass,dark,Sunny/clear,Fog,476,221,115,140,0,2,1,0,0,0,0,0,0,0,0,2092,2062
Swablu,333,https://cdn.traction.one/pokedex/pokemon/333.png,3,1,0,171,0,normal,flying,Partly cloudy,Windy,305,76,139,90,0,3,1,0,1,0,1,1,1,0,0,722,712
Altaria,334,https://cdn.traction.one/pokedex/pokemon/334.png,3,2,1,171,0,dragon,flying,Windy,,499,141,208,150,0,3,0,0,0,0,1,0,1,0,0,1868,1842
Zangoose,335,https://cdn.traction.one/pokedex/pokemon/335.png,3,1,0,172,0,normal,,Partly cloudy,,492,222,124,146,0,1,1,1,0,0,0,0,0,0,0,2214,2182
Seviper,336,https://cdn.traction.one/pokedex/pokemon/336.png,3,1,0,178,0,poison,,Cloudy,,460,196,118,146,0,1,1,1,0,0,0,0,0,0,0,1928,1900
Lunatone,337,https://cdn.traction.one/pokedex/pokemon/337.png,3,1,0,179,0,rock,psychic,Partly cloudy,Windy,521,178,163,180,0,2,1,0,0,0,0,0,0,0,0,2245,2213
Solrock,338,https://cdn.traction.one/pokedex/pokemon/338.png,3,1,0,180,0,rock,psychic,Partly cloudy,Windy,521,178,163,180,0,2,1,0,0,0,0,0,0,0,0,2245,2213
Barboach,339,https://cdn.traction.one/pokedex/pokemon/339.png,3,1,0,181,0,water,ground,Rainy,Sunny/clear,276,93,83,100,0,1,1,0,0,2,0,1,0,0,0,716,705
Whiscash,340,https://cdn.traction.one/pokedex/pokemon/340.png,3,2,1,181,0,water,ground,Rainy,Sunny/clear,513,151,142,220,0,1,1,0,0,0,0,0,0,0,0,1991,1963
Corphish,341,https://cdn.traction.one/pokedex/pokemon/341.png,3,1,0,182,0,water,,Rainy,,340,141,113,86,0,1,1,0,0,5,0,1,0,0,0,1107,1092
Crawdaunt,342,https://cdn.traction.one/pokedex/pokemon/342.png,3,2,1,182,0,water,dark,Rainy,Fog,506,224,156,126,0,1,1,0,0,0,0,0,0,0,0,2317,2284
Baltoy,343,https://cdn.traction.one/pokedex/pokemon/343.png,3,1,0,183,0,ground,psychic,Sunny/clear,Windy,288,77,131,80,0,2,1,0,0,5,0,1,0,0,0,676,667
Claydol,344,https://cdn.traction.one/pokedex/pokemon/344.png,3,2,1,183,0,ground,psychic,Sunny/clear,Windy,496,140,236,120,0,2,1,0,0,0,0,0,0,0,0,1782,1756
Lileep,345,https://cdn.traction.one/pokedex/pokemon/345.png,3,1,0,184,0,rock,grass,Partly cloudy,Sunny/clear,391,105,154,132,0,2,1,0,0,5,0,0,0,0,0,1181,1164
Cradily,346,https://cdn.traction.one/pokedex/pokemon/346.png,3,2,1,184,0,rock,grass,Partly cloudy,Sunny/clear,522,152,198,172,0,2,1,0,0,0,0,0,0,0,0,2081,2051
Anorith,347,https://cdn.traction.one/pokedex/pokemon/347.png,3,1,0,185,0,rock,bug,Partly cloudy,Rainy,366,176,100,90,0,2,1,0,0,5,0,0,0,0,0,1310,1292
Armaldo,348,https://cdn.traction.one/pokedex/pokemon/348.png,3,2,1,185,0,rock,bug,Partly cloudy,Rainy,555,222,183,150,0,2,1,0,0,0,0,0,0,0,0,2675,2637
Feebas,349,https://cdn.traction.one/pokedex/pokemon/349.png,3,1,0,186,0,water,,Rainy,,171,29,102,40,0,1,1,0,0,10,0,0,0,0,0,220,217
Milotic,350,https://cdn.traction.one/pokedex/pokemon/350.png,3,2,0,186,0,water,,Rainy,,624,192,242,190,0,1,0,0,0,0,0,0,0,0,0,2967,2925
Castform,351,https://cdn.traction.one/pokedex/pokemon/351.png,3,1,0,187,0,normal,,Partly cloudy,,418,139,139,140,0,3,1,0,0,0,0,0,1,0,0,1486,1464
Kecleon,352,https://cdn.traction.one/pokedex/pokemon/352.png,3,1,0,188,0,normal,,Partly cloudy,,493,161,212,120,0,0,0,0,0,0,0,0,0,0,0,1924,1896
Shuppet,353,https://cdn.traction.one/pokedex/pokemon/353.png,3,1,0,189,0,ghost,,Fog,,292,138,66,88,0,1,1,0,0,5,1,1,0,0,0,872,860
Banette,354,https://cdn.traction.one/pokedex/pokemon/354.png,3,2,0,189,0,ghost,,Fog,,473,218,127,128,0,1,1,0,0,0,1,0,0,0,0,2073,2044
Duskull,355,https://cdn.traction.one/pokedex/pokemon/355.png,3,1,0,190,0,ghost,,Fog,,272,70,162,40,0,1,1,0,0,5,1,1,0,0,0,523,516
Dusclops,356,https://cdn.traction.one/pokedex/pokemon/356.png,3,2,0,190,0,ghost,,Fog,,438,124,234,80,0,1,1,0,0,0,1,0,0,0,1,1335,1316
Tropius,357,https://cdn.traction.one/pokedex/pokemon/357.png,3,1,0,191,0,grass,flying,Sunny/clear,Windy,499,136,165,198,0,3,1,1,0,0,0,0,1,0,0,1846,1820
Chimecho,358,https://cdn.traction.one/pokedex/pokemon/358.png,3,1,0,192,0,psychic,,Windy,,499,175,174,150,0,3,1,0,0,0,0,0,1,0,0,2095,2065
Absol,359,https://cdn.traction.one/pokedex/pokemon/359.png,3,1,0,193,0,dark,,Fog,,496,246,120,130,0,1,0,0,4,0,1,0,0,0,0,2280,2248
Wynaut,360,https://cdn.traction.one/pokedex/pokemon/360.png,3,0,0,,0,psychic,,Windy,,317,41,86,190,0,1,0,0,0,5,0,0,0,0,0,503,496
Snorunt,361,https://cdn.traction.one/pokedex/pokemon/361.png,3,1,0,194,0,ice,,Snow,,290,95,95,100,0,1,1,0,1,5,1,0,0,0,1,772,761
Glalie,362,https://cdn.traction.one/pokedex/pokemon/362.png,3,2,1,,0,ice,,Snow,,484,162,162,160,0,1,1,0,0,0,1,0,0,0,0,1945,1917
Spheal,363,https://cdn.traction.one/pokedex/pokemon/363.png,3,1,0,,0,ice,water,Snow,Rainy,325,95,90,140,0,1,1,0,0,5,0,1,0,0,0,876,863
Sealeo,364,https://cdn.traction.one/pokedex/pokemon/364.png,3,2,0,,0,ice,water,Snow,Rainy,449,137,132,180,0,1,1,0,0,0,0,0,0,0,0,1607,1584
Walrein,365,https://cdn.traction.one/pokedex/pokemon/365.png,3,3,1,,0,ice,water,Snow,Rainy,578,182,176,220,0,1,0,0,0,0,0,0,0,0,0,2606,2569
Clamperl,366,https://cdn.traction.one/pokedex/pokemon/366.png,3,1,0,,0,water,,Rainy,,352,133,149,70,0,0,0,0,0,0,0,0,0,0,0,1091,1075
Huntail,367,https://cdn.traction.one/pokedex/pokemon/367.png,3,2,0,,0,water,,Rainy,,501,197,194,110,0,0,0,0,0,0,0,0,0,0,0,2140,2109
Gorebyss,368,https://cdn.traction.one/pokedex/pokemon/368.png,3,2,0,,0,water,,Rainy,,515,211,194,110,0,0,0,0,0,0,0,0,0,0,0,2281,2248
Relicanth,369,https://cdn.traction.one/pokedex/pokemon/369.png,3,1,0,,0,water,rock,Rainy,Partly cloudy,596,162,234,200,0,1,1,1,0,0,0,0,0,0,0,2557,2521
Luvdisc,370,https://cdn.traction.one/pokedex/pokemon/370.png,3,1,0,,0,water,,Rainy,,301,81,134,86,0,1,1,0,0,0,0,1,0,0,0,735,725
Bagon,371,https://cdn.traction.one/pokedex/pokemon/371.png,3,1,0,,0,dragon,,Windy,,331,134,107,90,0,3,1,0,0,0,0,0,1,0,0,1053,1038
Shelgon,372,https://cdn.traction.one/pokedex/pokemon/372.png,3,2,0,,0,dragon,,Windy,,481,172,179,130,0,3,1,0,0,0,0,0,1,0,0,1958,1930
Salamence,373,https://cdn.traction.one/pokedex/pokemon/373.png,3,3,1,,0,dragon,flying,Windy,,635,277,168,190,0,3,0,0,0,0,0,0,1,0,0,3532,3481
Beldum,374,https://cdn.traction.one/pokedex/pokemon/374.png,3,1,0,,0,steel,psychic,Snow,Windy,317,96,141,80,0,3,1,0,0,0,0,0,1,0,0,843,831
Metang,375,https://cdn.traction.one/pokedex/pokemon/375.png,3,2,0,,0,steel,psychic,Snow,Windy,443,138,185,120,0,3,1,0,0,0,0,0,1,0,0,1570,1547
Metagross,376,https://cdn.traction.one/pokedex/pokemon/376.png,3,3,1,,0,steel,psychic,Snow,Windy,665,257,248,160,0,3,0,0,0,0,0,0,1,0,0,3644,3592
Regirock,377,https://cdn.traction.one/pokedex/pokemon/377.png,3,1,0,,0,rock,,Partly cloudy,,695,179,356,160,1,0,0,0,0,0,0,0,0,0,0,3087,3043
Regice,378,https://cdn.traction.one/pokedex/pokemon/378.png,3,1,0,,0,ice,,Snow,,695,179,356,160,1,0,0,0,0,0,0,0,0,0,0,3087,3043
Registeel,379,https://cdn.traction.one/pokedex/pokemon/379.png,3,1,0,,0,steel,,Snow,,588,143,285,160,1,0,0,0,0,0,0,0,0,0,0,2261,2228
Latias,380,https://cdn.traction.one/pokedex/pokemon/380.png,3,1,0,,0,dragon,psychic,Windy,,656,228,268,160,1,0,0,0,0,0,0,0,0,0,0,3377,3329
Latios,381,https://cdn.traction.one/pokedex/pokemon/381.png,3,1,0,,0,dragon,psychic,Windy,,656,268,228,160,1,0,0,0,0,0,0,0,0,0,0,3644,3592
Kyogre,382,https://cdn.traction.one/pokedex/pokemon/382.png,3,1,0,,0,water,,Rainy,,703,270,251,182,1,1,0,0,0,0,0,0,0,0,0,4074,4016
Groudon,383,https://cdn.traction.one/pokedex/pokemon/383.png,3,1,0,,0,ground,,Sunny/clear,,703,270,251,182,1,1,0,0,0,0,0,0,0,1,0,4074,4016
Rayquaza,384,https://cdn.traction.one/pokedex/pokemon/384.png,3,1,0,,0,dragon,flying,Windy,,645,284,170,191,1,3,0,0,0,0,0,0,1,0,0,3645,3593
Jirachi,385,https://cdn.traction.one/pokedex/pokemon/385.png,3,1,0,,0,steel,psychic,Snow,Windy,620,210,210,200,2,0,0,0,0,0,0,0,0,0,0,3090,3046
Deoxys Defense,386,https://cdn.traction.one/pokedex/pokemon/386.png,3,1,0,,0,psychic,,Windy,,574,144,330,100,2,0,0,0,0,0,0,0,0,0,0,1978,1949
Deoxys Normal,386,https://cdn.traction.one/pokedex/pokemon/386.png,3,1,0,,0,psychic,,Windy,,560,345,115,100,2,0,0,0,0,0,0,0,0,0,0,2749,2709
Deoxys Attack,386,https://cdn.traction.one/pokedex/pokemon/386.png,3,1,0,,0,psychic,,Windy,,560,414,46,100,2,0,0,0,0,0,0,0,0,0,0,2244,2212
Deoxys Speed,386,https://cdn.traction.one/pokedex/pokemon/386.png,3,1,0,,0,psychic,,Windy,,548,230,218,100,2,0,0,0,0,0,0,0,0,0,0,2504,2469
Turtwig,387,https://cdn.traction.one/pokedex/pokemon/387.png,4,1,0,,0,grass,,Sunny/clear,,344,119,115,110,0,0,0,0,0,0,0,0,0,0,0,1066,1051
Grotle,388,https://cdn.traction.one/pokedex/pokemon/388.png,4,2,0,,0,grass,,Sunny/clear,,459,157,152,150,0,0,0,0,0,0,0,0,0,0,0,1783,1757
Torterra,389,https://cdn.traction.one/pokedex/pokemon/389.png,4,3,0,,0,grass,ground,Sunny/clear,,589,202,197,190,0,0,0,0,0,0,0,0,0,0,0,2825,2785
Chimchar,390,https://cdn.traction.one/pokedex/pokemon/390.png,4,1,0,,0,fire,,Sunny/clear,,287,113,86,88,0,0,0,0,0,0,0,0,0,0,0,815,803
Monferno,391,https://cdn.traction.one/pokedex/pokemon/391.png,4,2,0,,0,fire,fighting,Sunny/clear,Cloudy,391,158,105,128,0,0,0,0,0,0,0,0,0,0,0,1415,1395
Infernape,392,https://cdn.traction.one/pokedex/pokemon/392.png,4,3,0,,0,fire,fighting,Sunny/clear,Cloudy,525,222,151,152,0,0,0,0,0,0,0,0,0,0,0,2464,2429
Piplup,393,https://cdn.traction.one/pokedex/pokemon/393.png,4,1,0,,0,water,,Rainy,,321,112,103,106,0,0,0,0,0,0,0,0,0,0,0,947,934
Prinplup,394,https://cdn.traction.one/pokedex/pokemon/394.png,4,2,0,,0,water,,Rainy,,421,150,143,128,0,0,0,0,0,0,0,0,0,0,0,1549,1526
Empoleon,395,https://cdn.traction.one/pokedex/pokemon/395.png,4,3,0,,0,water,steel,Rainy,Snow,571,210,193,168,0,0,0,0,0,0,0,0,0,0,0,2741,2702
Starly,396,https://cdn.traction.one/pokedex/pokemon/396.png,4,1,0,,0,normal,flying,Partly cloudy,Windy,239,101,58,80,0,0,0,0,0,0,0,0,0,0,0,603,594
Staravia,397,https://cdn.traction.one/pokedex/pokemon/397.png,4,2,0,,0,normal,flying,Partly cloudy,Windy,351,142,99,110,0,0,0,0,0,0,0,0,0,0,0,1170,1153
Staraptor,398,https://cdn.traction.one/pokedex/pokemon/398.png,4,3,0,,0,normal,flying,Partly cloudy,Windy,549,234,145,170,0,0,0,0,0,0,0,0,0,0,0,2675,2637
Bidoof,399,https://cdn.traction.one/pokedex/pokemon/399.png,4,1,0,,0,normal,,Partly cloudy,,271,80,73,118,0,0,0,0,0,0,0,0,0,0,0,641,632
Bibarel,400,https://cdn.traction.one/pokedex/pokemon/400.png,4,2,0,,0,normal,water,Partly cloudy,Rainy,439,162,119,158,0,0,0,0,0,0,0,0,0,0,0,1683,1659
Kricketot,401,https://cdn.traction.one/pokedex/pokemon/401.png,4,1,0,,0,bug,,Rainy,,193,45,74,74,0,0,0,0,0,0,0,0,0,0,0,333,328
Kricketune,402,https://cdn.traction.one/pokedex/pokemon/402.png,4,2,0,,0,bug,,Rainy,,414,160,100,154,0,0,0,0,0,0,0,0,0,0,0,1523,1501
Shinx,403,https://cdn.traction.one/pokedex/pokemon/403.png,4,1,0,,0,electric,,Rainy,,271,117,64,90,0,0,0,0,0,0,0,0,0,0,0,750,740
Luxio,404,https://cdn.traction.one/pokedex/pokemon/404.png,4,2,0,,0,electric,,Rainy,,374,159,95,120,0,0,0,0,0,0,0,0,0,0,0,1324,1305
Luxray,405,https://cdn.traction.one/pokedex/pokemon/405.png,4,3,0,,0,electric,,Rainy,,548,232,156,160,0,0,0,0,0,0,0,0,0,0,0,2668,2630
Budew,406,https://cdn.traction.one/pokedex/pokemon/406.png,4,0,0,,0,grass,poison,Sunny/clear,Cloudy,297,91,126,80,0,0,0,0,0,0,0,0,0,0,0,766,755
Roserade,407,https://cdn.traction.one/pokedex/pokemon/407.png,4,2,0,,0,grass,poison,Sunny/clear,Cloudy,569,243,206,120,0,0,0,0,0,0,0,0,0,0,0,2783,2743
Cranidos,408,https://cdn.traction.one/pokedex/pokemon/408.png,4,1,0,,0,rock,,Partly cloudy,,427,218,75,134,0,0,0,0,0,0,0,0,0,0,0,1685,1661
Rampardos,409,https://cdn.traction.one/pokedex/pokemon/409.png,4,2,0,,0,rock,,Partly cloudy,,603,295,114,194,0,0,0,0,0,0,0,0,0,0,0,3179,3133
Shieldon,410,https://cdn.traction.one/pokedex/pokemon/410.png,4,1,0,,0,rock,steel,Partly cloudy,Snow,344,76,208,60,0,0,0,0,0,0,0,0,0,0,0,735,724
Bastiodon,411,https://cdn.traction.one/pokedex/pokemon/411.png,4,2,0,,0,rock,steel,Partly cloudy,Snow,513,94,299,120,0,0,0,0,0,0,0,0,0,0,0,1401,1381
Burmy (Plant Cloak),412,https://cdn.traction.one/pokedex/pokemon/412.png,4,1,0,,0,bug,,Rainy,,216,53,83,80,0,0,0,0,0,0,0,0,0,0,0,409,403
Burmy (Trash Cloak),412,https://cdn.traction.one/pokedex/pokemon/412.png,4,1,0,,0,bug,,Rainy,,216,53,83,80,0,0,0,0,0,0,0,0,0,0,0,409,403
Burmy (Sandy Cloak),412,https://cdn.traction.one/pokedex/pokemon/412.png,4,1,0,,0,bug,,Rainy,,216,53,83,80,0,0,0,0,0,0,0,0,0,0,0,409,403
Wormadam (Plant Cloak),413,https://cdn.traction.one/pokedex/pokemon/413.png,4,2,0,,0,bug,grass,Rainy,Sunny/clear,450,141,189,120,0,0,0,0,0,0,0,0,0,0,0,1616,1593
Wormadam (Trash Cloak),413,https://cdn.traction.one/pokedex/pokemon/413.png,4,2,0,,0,bug,grass,Rainy,Sunny/clear,450,141,189,120,0,0,0,0,0,0,0,0,0,0,0,1616,1593
Wormadam (Sandy Cloak),413,https://cdn.traction.one/pokedex/pokemon/413.png,4,2,0,,0,bug,grass,Rainy,Sunny/clear,450,141,189,120,0,0,0,0,0,0,0,0,0,0,0,1616,1593
Mothim,414,https://cdn.traction.one/pokedex/pokemon/414.png,4,2,0,,0,bug,flying,Rainy,Windy,423,185,98,140,0,0,0,0,0,0,0,0,0,0,0,1653,1629
Combee,415,https://cdn.traction.one/pokedex/pokemon/415.png,4,1,0,,0,bug,flying,Rainy,Windy,202,59,83,60,0,0,0,0,0,0,0,0,0,0,0,396,390
Vespiquen,416,https://cdn.traction.one/pokedex/pokemon/416.png,4,2,0,,0,bug,flying,Rainy,Windy,479,149,190,140,0,0,0,0,0,0,0,0,0,0,0,1825,1799
Pachirisu,417,https://cdn.traction.one/pokedex/pokemon/417.png,4,1,0,,0,electric,,Rainy,,396,94,182,120,0,0,0,0,0,0,0,0,0,0,0,1110,1094
Buizel,418,https://cdn.traction.one/pokedex/pokemon/418.png,4,1,0,,0,water,,Rainy,,312,132,70,110,0,0,0,0,0,0,0,0,0,0,0,946,932
Floatzel,419,https://cdn.traction.one/pokedex/pokemon/419.png,4,2,0,,0,water,,Rainy,,509,221,118,170,0,0,0,0,0,0,0,0,0,0,0,2312,2279
Cherubi,420,https://cdn.traction.one/pokedex/pokemon/420.png,4,1,0,,0,grass,,Sunny/clear,,294,108,96,90,0,0,0,0,0,0,0,0,0,0,0,829,817
Cherrim,421,https://cdn.traction.one/pokedex/pokemon/421.png,4,2,0,,0,grass,,Sunny/clear,,467,170,157,140,0,0,0,0,0,0,0,0,0,0,0,1886,1859
Shellos,422,https://cdn.traction.one/pokedex/pokemon/422.png,4,1,0,,0,water,,Rainy,,366,103,111,152,0,0,0,0,0,0,0,0,0,0,0,1069,1053
Gastrodon,423,https://cdn.traction.one/pokedex/pokemon/423.png,4,2,0,,0,water,ground,Rainy,Sunny/clear,540,169,149,222,0,0,0,0,0,0,0,0,0,0,0,2265,2233
Ambipom,424,https://cdn.traction.one/pokedex/pokemon/424.png,4,2,0,,0,normal,,Partly cloudy,,498,205,143,150,0,0,0,0,0,0,0,0,0,0,0,2218,2186
Drifloon,425,https://cdn.traction.one/pokedex/pokemon/425.png,4,1,0,,0,ghost,flying,Fog,Windy,382,117,85,180,0,0,0,0,0,0,0,0,0,0,0,1151,1134
Drifblim,426,https://cdn.traction.one/pokedex/pokemon/426.png,4,2,0,,0,ghost,flying,Fog,Windy,587,180,107,300,0,0,0,0,0,0,0,0,0,0,0,2387,2353
Buneary,427,https://cdn.traction.one/pokedex/pokemon/427.png,4,1,0,,0,normal,,Partly cloudy,,351,130,111,110,0,0,0,0,0,0,0,0,0,0,0,1136,1120
Lopunny,428,https://cdn.traction.one/pokedex/pokemon/428.png,4,2,0,,0,normal,,Partly cloudy,,486,156,200,130,0,0,0,0,0,0,0,0,0,0,0,1885,1858
Mismagius,429,https://cdn.traction.one/pokedex/pokemon/429.png,4,2,0,,0,ghost,,Fog,,542,211,211,120,0,0,0,0,0,0,0,0,0,0,0,2465,2430
Honchkrow,430,https://cdn.traction.one/pokedex/pokemon/430.png,4,2,0,,0,dark,flying,Fog,Windy,546,243,103,200,0,0,0,0,0,0,0,0,0,0,0,2566,2529
Glameow,431,https://cdn.traction.one/pokedex/pokemon/431.png,4,1,0,,0,normal,,Partly cloudy,,292,109,85,98,0,0,0,0,0,0,0,0,0,0,0,823,811
Purugly,432,https://cdn.traction.one/pokedex/pokemon/432.png,4,2,0,,0,normal,,Partly cloudy,,450,172,136,142,0,0,0,0,0,0,0,0,0,0,0,1798,1772
Chingling,433,https://cdn.traction.one/pokedex/pokemon/433.png,4,1,0,,0,psychic,,Windy,,298,114,94,90,0,0,0,0,0,0,0,0,0,0,0,861,849
Stunky,434,https://cdn.traction.one/pokedex/pokemon/434.png,4,1,0,,0,poison,dark,Cloudy,Fog,340,121,93,126,0,0,0,0,0,0,0,0,0,0,0,1048,1033
Skuntank,435,https://cdn.traction.one/pokedex/pokemon/435.png,4,2,0,,0,poison,dark,Cloudy,Fog,525,184,135,206,0,0,0,0,0,0,0,0,0,0,0,2262,2230
Bronzor,436,https://cdn.traction.one/pokedex/pokemon/436.png,4,1,0,,0,steel,psychic,Snow,Windy,311,43,154,114,0,0,0,0,0,0,0,0,0,0,0,534,527
Bronzong,437,https://cdn.traction.one/pokedex/pokemon/437.png,4,2,0,,0,steel,psychic,Snow,Windy,508,161,213,134,0,0,0,0,0,0,0,0,0,0,0,2026,1997
Bonsly,438,https://cdn.traction.one/pokedex/pokemon/438.png,4,0,0,,0,rock,,Partly cloudy,,379,124,155,100,0,0,0,0,0,0,0,0,0,0,0,1213,1196
Mime Jr.,439,https://cdn.traction.one/pokedex/pokemon/439.png,4,0,0,,0,psychic,fairy,Windy,Cloudy,329,125,164,40,0,0,0,0,0,0,0,0,0,0,0,867,855
Happiny,440,https://cdn.traction.one/pokedex/pokemon/440.png,4,0,0,,0,normal,,Partly cloudy,,330,25,105,200,0,0,0,0,0,0,0,0,0,0,0,401,395
Chatot,441,https://cdn.traction.one/pokedex/pokemon/441.png,4,1,0,,0,normal,flying,Partly cloudy,Windy,427,183,92,152,0,0,0,0,0,0,0,0,0,0,0,1653,1629
Spiritomb,442,https://cdn.traction.one/pokedex/pokemon/442.png,4,1,0,,0,ghost,dark,Fog,,468,169,199,100,0,0,0,0,0,0,0,0,0,0,0,1802,1777
Gible,443,https://cdn.traction.one/pokedex/pokemon/443.png,4,1,0,,0,dragon,ground,Windy,Sunny/clear,324,124,84,116,0,0,0,0,0,0,0,0,0,0,0,988,974
